评估对象	0.696579947	0.031073446	0.827004219	0.143581761	0.014498893	0.023045339	0.44013	0.0699	594
评估对象	0.686056709	0.031073446	0.818565401	0.239513454	0.087793114	0.023160999	0.4495	0.0746	789
评估对象	0.766734873	0.228813559	0.877109705	0.069296985	0.049588353	0.022987509	0.46852	0.0749	925
评估对象	0.199941538	0.471751412	0.298523207	0.086110268	0.013576335	0.006245663	0.47274	0.0755	395
评估对象	0.627301958	0.161016949	0.771624473	0.090188024	0.021644299	0.007055286	0.38546	0.0673	183
评估对象	0.899444607	0.163841808	0.955168776	0.191425772	0.088399676	0.018679158	0.37423	0.0601	1098
评估对象	0.600116925	0.248587571	0.747890295	0.169167193	0.030770958	0.013850335	0.42094	0.0741	704
评估对象	0.537562116	0.194915254	0.69092827	0.255043736	0.094681445	0.040365487	0.3292	0.0557	562
评估对象	0.708272435	0.268361582	0.835443038	0.210143666	0.029217029	0.062745778	0.35807	0.0585	317
评估对象	0.688395206	0.146892655	0.820675105	0.314937019	0.109213208	0.077955124	0.46427	0.0755	741
评估对象	0.429991231	0.209039548	0.581223629	0.30858666	0.110724033	0.045512376	0.32867	0.0549	234
评估对象	0.556270096	0.200564972	0.708333333	0.227404508	0.094898207	0.062485542	0.32698	0.0531	684
评估对象	0.697456884	0.189265537	0.827531646	0.25212466	0.100333702	0.098513764	0.317	0.0532	359
评估对象	0.274773458	0.11299435	0.397679325	0.159688897	0.009263724	0.02741152	0.35137	0.0639	295
评估对象	0.49926922	0.189265537	0.653481013	0.012546559	0.021449554	0.013387694	0.3754	0.0619	354
评估对象	0.344928384	0.11299435	0.484704641	0.252656757	0.094527943	0.026399491	0.3398	0.0585	1104
评估对象	0.382636656	0.333333333	0.528481013	0.025689862	0.010585386	0.025156142	0.22181	0.0388	770
评估对象	0.43525285	0.06779661	0.587025316	0.127211064	0.076664427	0.009050428	0.46411	0.0787	349
评估对象	0.370944168	0.076271186	0.514767932	0.273846169	0.046698498	0.016221374	0.20937	0.0362	407
评估对象	0.34580532	0.079096045	0.485759494	0.270703313	0.112656909	0.027324774	0.34525	0.0565	180
评估对象	0.3525285	0.096045198	0.49314346	0.127166308	0.098375708	0.050167708	0.40296	0.0651	633
评估对象	0.290558316	0.039548023	0.417721519	0.153781124	0.084325846	0.034119824	0.42994	0.0709	227
评估对象	0.656240865	0.031073446	0.79535865	0.161399565	0.042809179	0.079487624	0.27669	0.0482	344
评估对象	0.613270973	0.084745763	0.759493671	0.286785585	0.068251007	0.041406431	0.30618	0.0518	133
评估对象	0.610640164	0.053672316	0.757383966	0.159087179	0.084803095	0.050370113	0.35709	0.058	1072
评估对象	0.582285881	0.144067797	0.732067511	0.060141926	0.024211337	0.135640759	0.28007	0.0457	248
评估对象	0.67290266	0.101694915	0.808544304	0.084429437	0.02622732	0.065116817	0.35286	0.0588	151
评估对象	0.49926922	0.11299435	0.653481013	0.128469201	0.008903074	0.125896368	0.36883	0.0641	421
评估对象	0.634902075	0.025423729	0.777953586	0.114783854	0.056296514	0.140643072	0.40344	0.0678	1342
评估对象	0.484361298	0.268361582	0.63871308	0.100869755	0.048564701	0.129886653	0.15541	0.0259	1464
评估对象	0.444899152	0.375706215	0.597046414	0.038266258	0.012420889	0.0438353	0.44706	0.0725	768
评估对象	0.467114879	0.316384181	0.620780591	0.057879269	0.029225712	0.066389082	0.45125	0.073	690
评估对象	0.425021923	0.395480226	0.575949367	0.092475546	0.023574384	0.085588712	0.29648	0.0491	441
评估对象	0.380005846	0.124293785	0.525316456	0.202192042	0.042114547	0.118956743	0.41281	0.0671	1123
评估对象	0.239988308	0.177966102	0.352320675	0.094966955	0.023942787	0.153134397	0.40924	0.0709	672
评估对象	0.495469161	0.257062147	0.64978903	0.12729063	0.04038665	0.149144113	0.45044	0.0752	443
评估对象	0.31774335	0.347457627	0.451476793	0.117941628	0.0268559	0.096692112	0.17178	0.0283	1047
评估对象	0.42852967	0.302259887	0.57964135	0.081500415	0.059686566	0.082032154	0.17483	0.0282	1071
评估对象	0.325343467	0.197740113	0.460970464	0.332182942	0.146130109	0.221576452	0.38907	0.0664	337
评估对象	0.390236773	0.064971751	0.536919831	0.238712822	0.116594294	0.180488087	0.30238	0.0509	357
评估对象	0.249342298	0.203389831	0.364978903	0.102127892	0.077348205	0.091342817	0.25336	0.0426	204
评估对象	0.415375621	0.231638418	0.565400844	0.094643719	0.024104041	0.136594957	0.44411	0.073	584
评估对象	0.192049108	0.101694915	0.287974684	0.172767553	0.078898723	0.080817719	0.32177	0.0526	513
评估对象	0.33645133	0.087570621	0.474156118	0.264343009	0.103850277	0.039584779	0.4598	0.0769	569
评估对象	0.282373575	0.245762712	0.407700422	0.303340279	0.039181277	0.078446681	0.35301	0.0601	317
评估对象	0.451037708	0.062146893	0.603902954	0.099775723	0.070999455	0.057280824	0.20973	0.0368	1607
评估对象	0.438468284	0.104519774	0.590189873	0.107886479	0.028934835	0.07000347	0.25639	0.0451	1010
评估对象	0.80912014	1	0.904535865	0.447946452	0.071610359	0.049762896	0.25794	0.0445	903
评估对象	0.552177726	0.076271186	0.70464135	0.087383324	0.025301351	0.023768217	0.22413	0.0399	1415
评估对象	0.614732534	0.596045198	0.760548523	0.442759746	0.321831385	0.021310433	0.27063	0.0458	1696
评估对象	0.372990354	0.194915254	0.517405063	0.221203336	0.084942021	0.024144113	0.09809	0.019	1450
评估对象	0.524992692	0.384180791	0.678797468	0.189859317	0.169909161	0.101405274	0.44684	0.0749	745
评估对象	0.599239988	0.401129944	0.747362869	0.484139022	0.124581011	0.087815175	0.48802	0.0791	1724
评估对象	0.73838059	0.307909605	0.857594937	0.123138281	0.0912548	0.157731899	0.243	0.0407	371
评估对象	0.431160479	0.593220339	0.582805907	0.078213346	0.061487647	0.063728892	0.44956	0.0794	589
评估对象	0.789827536	0.214689266	0.892405063	0.514025988	0.163369077	0.045946102	0.41856	0.0707	474
评估对象	0.389944461	0.31920904	0.536919831	0.393304524	0.411652886	0.027382605	0.28737	0.0482	1065
